Date,Open,High,Low,Close,Adj Close,Volume
2016-12-06,96.709999,98.300003,96.660004,98.300003,93.670586,885
2016-12-07,98.860001,100.750000,98.379997,100.750000,96.005203,1880
2016-12-08,59.150002,59.730000,58.160000,59.310001,56.516811,167637
2016-12-09,102.699997,104.099998,102.699997,104.000000,99.102142,1569
2016-12-12,104.349998,104.349998,103.849998,103.849998,98.959206,413
2016-12-13,60.459999,62.880001,60.459999,62.750000,59.794804,311061
2016-12-14,103.599998,103.949997,103.550003,103.849998,98.959206,784
2016-12-15,104.949997,105.199997,104.550003,105.099998,100.150330,1037
2016-12-16,105.099998,105.599998,105.099998,105.449997,100.483856,877
2016-12-19,64.050003,64.099998,62.980000,63.169998,60.195019,255067
2016-12-20,62.980000,63.950001,62.570000,63.759998,60.757233,126080
2016-12-21,63.450001,64.150002,62.740002,62.919998,59.956791,168286
2016-12-22,104.849998,104.849998,104.699997,104.800003,99.864464,497
2016-12-23,105.250000,105.250000,104.650002,104.650002,99.721527,168
2016-12-27,62.990002,105.250000,62.990002,105.099998,100.150330,1091
2016-12-28,105.750000,105.949997,105.099998,105.400002,100.436211,995
2016-12-29,104.949997,105.250000,104.949997,105.000000,100.055046,812
2016-12-30,104.750000,105.000000,104.550003,104.550003,99.626244,281
2017-01-02,104.550003,105.500000,104.550003,105.500000,100.531502,493
2017-01-03,105.400002,105.400002,105.099998,105.099998,100.150330,165
2017-01-04,63.570000,63.599998,62.759998,63.430000,60.442780,143517
2017-01-05,105.250000,105.550003,105.250000,105.500000,100.531502,360
2017-01-06,64.639999,65.300003,63.980000,65.169998,62.100834,91251
2017-01-09,65.000000,65.269997,64.199997,65.089996,62.024597,81273
2017-01-10,65.300003,66.040001,65.099998,65.180000,62.110359,180414
2017-01-11,105.849998,105.849998,105.849998,105.849998,100.865013,40
2017-01-12,104.650002,104.699997,104.300003,104.400002,99.483307,1143
2017-01-13,104.400002,104.400002,104.400002,104.400002,99.483307,156
2017-01-16,103.900002,103.900002,103.000000,103.199997,98.339821,592
2017-01-17,102.599998,102.650002,102.599998,102.650002,97.815720,200
