Date,Open,High,Low,Close,Adj Close,Volume
2016-12-06,100.849998,100.849998,100.000000,100.199997,98.972221,1148
2016-12-07,100.500000,101.150002,99.570000,101.150002,99.910583,1218
2016-12-08,101.349998,102.400002,101.300003,102.199997,100.947708,417
2016-12-09,101.900002,103.000000,101.800003,103.000000,101.737915,3065
2016-12-12,104.449997,104.449997,103.000000,103.349998,102.083626,808
2016-12-13,104.349998,104.750000,104.099998,104.199997,102.923210,141
2016-12-14,103.599998,103.599998,103.199997,103.300003,102.034241,243
2016-12-15,104.300003,104.949997,104.050003,104.800003,103.515862,278
2016-12-16,103.900002,104.199997,103.900002,104.150002,102.873825,170
2016-12-19,103.699997,106.199997,103.699997,106.099998,104.799927,535
2016-12-20,106.000000,107.000000,106.000000,106.550003,105.244423,1080
2016-12-21,105.400002,106.449997,105.400002,106.050003,104.750549,147
2016-12-22,106.199997,106.199997,105.150002,105.150002,103.861572,70
2016-12-23,106.000000,106.000000,105.199997,105.599998,104.306053,520
2016-12-27,105.599998,106.300003,105.599998,105.900002,104.602386,522
2016-12-28,105.900002,105.900002,105.900002,105.900002,104.602386,0
2016-12-29,105.349998,105.550003,104.550003,105.300003,104.009735,305
2016-12-30,105.000000,105.449997,105.000000,105.449997,104.157890,70
2017-01-02,104.900002,104.900002,104.900002,104.900002,103.614639,3
2017-01-03,105.599998,106.199997,104.949997,106.199997,104.898697,1989
2017-01-04,106.500000,106.500000,106.500000,106.500000,105.195023,30
2017-01-05,105.000000,105.699997,104.949997,105.699997,104.404831,473
2017-01-06,105.900002,106.000000,105.900002,106.000000,104.701157,1040
2017-01-09,107.050003,107.150002,105.500000,105.500000,104.207283,193
2017-01-10,105.500000,105.500000,105.500000,105.500000,104.207283,0
2017-01-11,106.300003,106.300003,105.699997,106.300003,104.997482,131
2017-01-12,104.050003,104.400002,103.150002,103.150002,101.886078,1123
2017-01-13,103.800003,105.199997,103.500000,104.099998,102.824440,917
2017-01-16,102.900002,104.150002,102.849998,104.150002,102.873825,333
2017-01-17,103.099998,103.400002,102.400002,102.900002,101.639137,1430
2017-01-18,102.800003,103.750000,102.599998,103.300003,102.034241,388
2017-01-19,104.199997,105.000000,103.500000,104.199997,102.923210,521
2017-01-20,103.800003,104.650002,103.300003,103.300003,102.034241,222
